ontolex.LexicalSense	lexicog.usageExample	lexinfo.note	rdfs.comment	rdfs.label.en	rdfs.label.pt	skos.definition.pt	skos.note
lexicalSense:n31709.sg01.s01		Cic.			Vinte	 Vinte 	
lexicalSense:n31710.sg01.s01		Apul.			Que tem vinte angulos	 Que tem vinte angulos 	
lexicalSense:n31711.sg01.s01		Cic.			Magistrado	 Magistrado , que consta de vinte homens 	
lexicalSense:n31712.sg01.s01		Cic.			Certos Magistrados Romanos	 Certos Magistrados Romanos 	
lexicalSense:n31713.sg01.s01		Liv.			Vigor	 Vigor , força 	
lexicalSense:n31714.sg01.s01		Apul.			Vigoroso	 Vigoroso 	
lexicalSense:n31715.sg01.s01		Plaut.			Estimar em pouco	 Estimar em pouco 	
lexicalSense:n31716.sg01.s01		Cic.			Vil	 Vil , de pouco preço 	
lexicalSense:n31716.sg01.s99	usageExample:n31716.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n31717.sg01.s01		Apul.			Vilmente	 Vilmente , por preço arrastado 	
lexicalSense:n31718.sg01.s01		Turpil. apud Non.			Envilecer	 Envilecer , fazer vil 	
lexicalSense:n31719.sg01.s01		Cic.			Casa de campo	 Casa de campo , ou de quinta 	
lexicalSense:n31720.sg01.s01		Plin.			[Pertencente á casa de campo.]	 [ Pertencente á casa de campo . ] 	
lexicalSense:n31721.sg01.s01		Varr.			Pertencente á casa de campo	 Pertencente á casa de campo 	
lexicalSense:n31722.sg01.s01		Varr.			Abegôa	 Abegôa , mulher do feitor , ou quinteiro 	
lexicalSense:n31723.sg01.s01		Col.			Administraçaõ de huma quinta	 Administraçaõ de huma quinta , officio de feitor , ou quinteiro 	
lexicalSense:n31724.sg01.s01		Plin.			Ser quinteiro	 Ser quinteiro , ou feitor de huma fazenda 	
lexicalSense:n31724.sg01.s02		Afran. apud Non.			Estar no campo	 Estar no campo , ir á quinta recrear - se 	
lexicalSense:n31725.sg01.s01		Cic.			Abegáõ	 Abegáõ , feitor , quinteiro , caseiro 	
lexicalSense:n31725.sg01.s02		Hor.			Rustico	 Rustico , lavrador 	
lexicalSense:n31726.sg01.s01		Virg.			Felpudo	 Felpudo , coberto de pello , ou de cabello 	
lexicalSense:n31727.sg01.s01		Cic.			Pequena casa de quinta	 Pequena casa de quinta 	
lexicalSense:n31728.sg01.s01		Ter.			Gotta de vinho	 Gotta de vinho , pouco vinho 	
lexicalSense:n31728.sg01.s99	usageExample:n31728.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n31729.sg01.s01		Cic.			Véllo	 Véllo , pello , felpo , lã 	
lexicalSense:n31730.sg01.s01		Caes.			Qualquer vara	 Qualquer vara , ou vergontea dobradiça , v . g . de salgueiro , de alemo , de choupo , & c 	
lexicalSense:n31732.sg01.s01		Plin.			Arvores que daõ vergonteas dobradiças	 Arvores que daõ vergonteas dobradiças 	
lexicalSense:n31733.sg01.s01		Plin.			Pertencente ás varas dobradiças de qualquer arvore	 Pertencente ás varas dobradiças de qualquer arvore 	
lexicalSense:n31734.sg01.s01		Varr.			Lugar onde ha muitos salgueiros	 Lugar onde ha muitos salgueiros , vimes , & c 	
lexicalSense:n31735.sg01.s01		Caes.			De vime	 De vime 	
lexicalSense:n31737.sg01.s01		Col.			[Bagulho	 [ Bagulho , bagaço da uva já espremida . ] 	
lexicalSense:n31738.sg01.s01		Col.			[Bagulho	 [ Bagulho , bagaço da uva já espremida . ] 	
lexicalSense:n31739.sg01.s01		Varr.			Bagulho	 Bagulho , bagaço da uva já espremida 	
lexicalSense:n31740.sg01.s01		* Cic.			Pertencente ao bago da uva	 Pertencente ao bago da uva 	
lexicalSense:n31741.sg01.s01		Plin.			Festas	 Festas , que se faziaõ aos 20 de Agosto , dia em que se provavaõ os vinhos novos 	
lexicalSense:n31742.sg01.s01		Macr.			Pertencente ao vinho	 Pertencente ao vinho 	
lexicalSense:n31743.sg01.s01		Hor.			Vasos proprios para ter vinho	 Vasos proprios para ter vinho 	
lexicalSense:n31744.sg01.s01		Cic.			Pertencente ao vinho	 Pertencente ao vinho 	
lexicalSense:n31745.sg01.s01		Plaut.			Taverneiro	 Taverneiro , o que vende vinho 	
lexicalSense:n31745.sg01.s02		Ulp.			Bebado	 Bebado 	
lexicalSense:n31746.sg01.s01		Plin.			Congoxa	 Congoxa , herva 	
lexicalSense:n31747.sg01.s01		Plaut.			Proprio para ser atado	 Proprio para ser atado 	
lexicalSense:n31748.sg01.s01		Ter.			Vencivel	 Vencivel , que se póde vencer , ou alcançar 	
lexicalSense:n31749.sg01.s01		Cic.			Atar	 Atar 	
lexicalSense:n31750.sg01.s01		Cic.			Vencer	 Vencer , ser vencedor , prevalecer 	
lexicalSense:n31750.sg01.s02					Alcançar	 Alcançar , obter 	
lexicalSense:n31750.sg01.s99	usageExample:n31750.sg01.s99.u01, usageExample:n31750.sg01.s99.u02		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n31751.sg01.s01		* Cic.			[Acçaõ de atar.]	 [ Acçaõ de atar . ] 	
lexicalSense:n31752.sg01.s01		Cels.			Acçaõ de atar	 Acçaõ de atar 	
lexicalSense:n31753.sg01.s01		Varr.			Atadura	 Atadura , atilho 	
lexicalSense:n31755.sg01.s01		Cic.			Laço	 Laço , atadura , atilho 	
lexicalSense:n31755.sg01.s02					Carcere	 Carcere , prizaõ 	
lexicalSense:n31755.sg01.s03					Cousa que une entre si	 Cousa que une entre si 	
lexicalSense:n31755.sg01.s99	usageExample:n31755.sg01.s99.u01, usageExample:n31755.sg01.s99.u02, usageExample:n31755.sg01.s99.u03		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n31756.sg01.s01		Varr.			Vindima	 Vindima 	
lexicalSense:n31756.sg01.s02		Virg.			Uvas	 Uvas 	
lexicalSense:n31756.sg01.s99	usageExample:n31756.sg01.s99.u01, usageExample:n31756.sg01.s99.u02		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n31757.sg01.s01		Macr.			Pertencente á vindima	 Pertencente á vindima 	
lexicalSense:n31758.sg01.s01		Varr.			Vindimador	 Vindimador 	
lexicalSense:n31758.sg01.s02		Col.			Certo signo celeste	 Certo signo celeste 	
lexicalSense:n31759.sg01.s01		Varr.			Pertencente á vindima	 Pertencente á vindima 	
lexicalSense:n31760.sg01.s01		Col.			Vindimar	 Vindimar 	
lexicalSense:n31761.sg01.s01		Cic.			Pequena vindima	 Pequena vindima 	
lexicalSense:n31762.sg01.s01		Ovid.			Vindimador	 Vindimador 	
lexicalSense:n31763.sg01.s01		Cic.			Vingador	 Vingador 	
lexicalSense:n31763.sg01.s02					Defensor	 Defensor 	
lexicalSense:n31764.sg01.s01		Cic.			Vingança	 Vingança 	
lexicalSense:n31766.sg01.s01		Cic.			Sentença de posse de alguma cousa	 Sentença de posse de alguma cousa , sobre que corre litigio 	
lexicalSense:n31766.sg01.s99	usageExample:n31766.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n31767.sg01.s01		Cic.			Vingar	 Vingar 	
lexicalSense:n31767.sg01.s02					Tomar	 Tomar , usurpar , fazer seu 	
lexicalSense:n31767.sg01.s03					Defender	 Defender , livrar 	
lexicalSense:n31768.sg01.s01		Lucr.			Vingar	 Vingar 	
lexicalSense:n31769.sg01.s01		Cic.			Vingança	 Vingança 	
lexicalSense:n31769.sg01.s02					Vara	 Vara , com que o Lictor dava hum golpe sobre a cabeça daquelle , que o Pretor punha em liberdade 	
lexicalSense:n31769.sg01.s03		Vell. Pat.			Defensa	 Defensa 	
lexicalSense:n31770.sg01.s01		Cic.			Vinha	 Vinha 	
lexicalSense:n31770.sg01.s02					Manta de guerra	 Manta de guerra , de que se serviaõ os que picavaõ as muralhas 	
lexicalSense:n31771.sg01.s01		Col.			Pertencente á vinha	 Pertencente á vinha 	
lexicalSense:n31772.sg01.s01		Col.			[Da vinha.]	 [ Da vinha . ] 	
lexicalSense:n31773.sg01.s01		Varr.			Da vinha	 Da vinha 	
lexicalSense:n31774.sg01.s01		Cic.			Vinha	 Vinha , territorio de vinhas 	
lexicalSense:n31775.sg01.s01		Apul.			Abundante de vinho	 Abundante de vinho 	
lexicalSense:n31776.sg01.s01		Plin.			Bebedor de vinho	 Bebedor de vinho , bebado 	
lexicalSense:n31777.sg01.s01		Cic.			Vinheiro	 Vinheiro 	
lexicalSense:n31778.sg01.s01		Col.			Do vinheiro	 Do vinheiro 	
lexicalSense:n31779.sg01.s01		* Plaut.			Effeminado	 Effeminado , engraçado 	
lexicalSense:n31780.sg01.s01		Cic.			Bebedice	 Bebedice 	
lexicalSense:n31781.sg01.s01		Cic.			Bebado	 Bebado , embriagado 	
lexicalSense:n31781.sg01.s99	usageExample:n31781.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n31782.sg01.s01		Hor.			Amigo de vinho	 Amigo de vinho 	
lexicalSense:n31782.sg01.s02		Plin.			Que sabe a vinho	 Que sabe a vinho 	
lexicalSense:n31783.sg01.s01		Cic.			Vinho	 Vinho 	
lexicalSense:n31783.sg01.s99	usageExample:n31783.sg01.s99.u01, usageExample:n31783.sg01.s99.u02, usageExample:n31783.sg01.s99.u03		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n31784.sg01.s01		* Varr.			O que tem cuidado das estradas	 O que tem cuidado das estradas 	
lexicalSense:n31785.sg01.s01		Cic.			Violeta	 Violeta , flor 	
lexicalSense:n31786.sg01.s01		Virg.			Que se póde offender	 Que se póde offender 	
lexicalSense:n31787.sg01.s01		Plin.			Violado	 Violado , de côr de violetas 	
lexicalSense:n31788.sg01.s01		Virg.			Lugar cheio de violetas	 Lugar cheio de violetas 	
lexicalSense:n31789.sg01.s01		Plaut.			Tintureiro de côr violada	 Tintureiro de côr violada 	
lexicalSense:n31790.sg01.s01		Liv.			Violaçaõ	 Violaçaõ , profanaçaõ , corrupçaõ 	
lexicalSense:n31791.sg01.s01		Liv.			Violador	 Violador , profanador , transgressor , infractor 	
lexicalSense:n31792.sg01.s01		Cic.			Violado	 Violado , offendido 	
lexicalSense:n31793.sg01.s01		Hor.			Violento	 Violento 	
lexicalSense:n31794.sg01.s01		Ovid.			[Violentamente	 [ Violentamente , contra sua vontade , á força . ] 	
lexicalSense:n31795.sg01.s01		Liv.			Violentamente	 Violentamente , contra sua vontade , á força 	
lexicalSense:n31795.sg01.s02		Plin.			Cruelmente	 Cruelmente 	
lexicalSense:n31796.sg01.s01		Cic.			Violencia	 Violencia 	
lexicalSense:n31797.sg01.s01		Cic.			Violento	 Violento , impetuoso 	
lexicalSense:n31797.sg01.s02					Cruel	 Cruel , arrogante , intractavel 	
lexicalSense:n31798.sg01.s01		Cic.			Violar	 Violar , forçar , corromper , profanar 	
lexicalSense:n31798.sg01.s02					Fazer violencia	 Fazer violencia , ultrajar 	
lexicalSense:n31798.sg01.s99	usageExample:n31798.sg01.s99.u01, usageExample:n31798.sg01.s99.u02		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n31799.sg01.s01		Cic.			Vibora	 Vibora 	
lexicalSense:n31800.sg01.s01		Virg.			[De vibora.]	 [ De vibora . ] 	
lexicalSense:n31801.sg01.s01		Hor.			De vibora	 De vibora 	
lexicalSense:n31802.sg01.s01		Plin.			Grou pequeno	 Grou pequeno , ave 	
lexicalSense:n31803.sg01.s01		Cic.			Homem	 Homem 	
lexicalSense:n31803.sg01.s02					Homem casado	 Homem casado 	
lexicalSense:n31803.sg01.s03					Macho entre os animaes	 Macho entre os animaes 	
lexicalSense:n31803.sg01.s99	usageExample:n31803.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n31804.sg01.s01		Plaut.			Mulher de animo varonil	 Mulher de animo varonil 	
lexicalSense:n31805.sg01.s01		* Varr.			Varonil	 Varonil , dotado de animo varonil 	
lexicalSense:n31807.sg01.s01		Cic.			Verdejar	 Verdejar , ser verde 	
lexicalSense:n31807.sg01.s02		Hor.			Ser vigoroso	 Ser vigoroso , estar robusto 	
lexicalSense:n31808.sg01.s01		Plin.			Verdelhao	 Verdelhao , ave 	
lexicalSense:n31809.sg01.s01		Cic.			Forças	 Forças 	
lexicalSense:n31809.sg01.s99	usageExample:n31809.sg01.s99.u01, usageExample:n31809.sg01.s99.u02		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n31810.sg01.s01		Virg.			Fazer-se verde	 Fazer - se verde 	
lexicalSense:n31811.sg01.s01		Virg.			Lugar de verdura	 Lugar de verdura , e de arvoredo 	
lexicalSense:n31812.sg01.s01		Cic.			Vara	 Vara , verga , vergontea 	
lexicalSense:n31812.sg01.s02		Sen.			Festaõ de cores varias á maneira do Iris no Ceo	 Festaõ de cores varias á maneira do Iris no Ceo 	
lexicalSense:n31813.sg01.s01		Plaut.			O que açouta com varas	 O que açouta com varas 	
lexicalSense:n31814.sg01.s01		Virg.			Listrado	 Listrado , raiado com riscas de varias cores 	
lexicalSense:n31815.sg01.s01		Cic.			Lugar	 Lugar , em que se criaõ varas 	
lexicalSense:n31816.sg01.s01		Virg.			Feito de varas	 Feito de varas 	
lexicalSense:n31817.sg01.s01		Cic.			Pleiadas	 Pleiadas 	
lexicalSense:n31817.sg01.s02					Sete estrellas	 Sete estrellas , que fazem parte do signo de Tauro 	
lexicalSense:n31818.sg01.s01		Cic.			Virginal	 Virginal , de virgem 	
lexicalSense:n31819.sg01.s01		Plaut.			Pertencente á virgem	 Pertencente á virgem 	
lexicalSense:n31820.sg01.s01		Plaut.			Colheita de varas para açoutar	 Colheita de varas para açoutar , & c 	
lexicalSense:n31821.sg01.s01		Virg.			Virginal	 Virginal , de virgem 	
lexicalSense:n31821.sg01.s99	usageExample:n31821.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n31822.sg01.s01		Plaut.			O que vende virgens	 O que vende virgens 	
lexicalSense:n31823.sg01.s01		Cic.			Virgindade	 Virgindade 	
lexicalSense:n31824.sg01.s01		Cic.			Virgem	 Virgem 	
lexicalSense:n31824.sg01.s02		Virg.			Virgo	 Virgo , signo do Zodiaco 	
lexicalSense:n31825.sg01.s01		Cic.			Pequena vara	 Pequena vara , varinha 	
lexicalSense:n31826.sg01.s01		Plin.			Listradinho	 Listradinho , cheio de listras de varias cores 	
lexicalSense:n31827.sg01.s01		Caes.			Mouta de varas	 Mouta de varas 	
lexicalSense:n31828.sg01.s01		Petr.			Pequena virgem	 Pequena virgem 	
lexicalSense:n31829.sg01.s01		Lucil. apud Non.			Que tem grandes forças	 Que tem grandes forças 	
lexicalSense:n31830.sg01.s01		Gell.			Certa lança	 Certa lança 	
lexicalSense:n31831.sg01.s01		Apul.			Pequenas forças	 Pequenas forças 	
lexicalSense:n31832.sg01.s01		Plin.			Buril	 Buril , instrumento de lavrar 	
lexicalSense:n31833.sg01.s01		Plin.			Jardim	 Jardim , pomar , horta 	
lexicalSense:n31834.sg01.s01		Plin.			De côr verde	 De côr verde 	
lexicalSense:n31835.sg01.s01		Sen.			Pomares	 Pomares , jardins , hortas 	
lexicalSense:n31835.sg01.s02		Col.			Hervas verdes	 Hervas verdes 	
lexicalSense:n31837.sg01.s01		Cic.			Verde	 Verde 	
lexicalSense:n31838.sg01.s01		Virg.			Verde	 Verde , de côr verde 	
lexicalSense:n31838.sg01.s02					Robusto	 Robusto , vigoroso , que está na sua força 	
lexicalSense:n31839.sg01.s01		Cic.			Verdura	 Verdura , côr verde 	
lexicalSense:n31839.sg01.s02					Força	 Força , vigor 	
lexicalSense:n31840.sg01.s01		Ovid.			Fazer verde	 Fazer verde 	
lexicalSense:n31841.sg01.s01		Petr.			Partes vergonhosas	 Partes vergonhosas , ou virís 	
lexicalSense:n31842.sg01.s01		Liv.			Varonil	 Varonil 	
lexicalSense:n31842.sg01.s02					Forte	 Forte , magnanimo , vigoroso 	
lexicalSense:n31842.sg01.s99	usageExample:n31842.sg01.s99.u01, usageExample:n31842.sg01.s99.u02		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n31843.sg01.s01		Quinct.			Virilidade	 Virilidade , partes virís 	
lexicalSense:n31844.sg01.s01		Cic.			Animosamente	 Animosamente , vigorosamente 	
lexicalSense:n31845.sg01.s01		Plaut.			Forte	 Forte , vigoroso , robusto 	
lexicalSense:n31846.sg01.s01		Cic.			A cada homem	 A cada homem , por cabeça , hum por hum 	
lexicalSense:n31847.sg01.s01		Apul.			Verdura	 Verdura , côr verde 	
lexicalSense:n31848.sg01.s01		Cat.			Fedorento	 Fedorento , peçonhento , que tem máo cheiro 	
lexicalSense:n31849.sg01.s01		Cic.			Virtude	 Virtude 	
lexicalSense:n31849.sg01.s02					Fortaleza	 Fortaleza , valentia 	
lexicalSense:n31849.sg01.s03					Propriedade	 Propriedade , perfeiçaõ do homem tanto no corpo , como no animo 	
lexicalSense:n31850.sg01.s01		Gell.			Venenoso	 Venenoso , peçonhento 	
lexicalSense:n31851.sg01.s01		Plin.			Succo	 Succo , humor vital 	
lexicalSense:n31851.sg01.s02		Virg.			Veneno	 Veneno , peçonha 	
lexicalSense:n31851.sg01.s03		Col.			Fedor	 Fedor , máo cheiro 	
lexicalSense:n31851.sg01.s04		Plin.			Aspereza do sabor	 Aspereza do sabor , amargura 	
lexicalSense:n31852.sg01.s01		Cic.			Força	 Força , vigor 	
lexicalSense:n31852.sg01.s02					Violencia	 Violencia 	
lexicalSense:n31852.sg01.s03					Virtude	 Virtude , propriedade 	
lexicalSense:n31852.sg01.s04					Autoridade	 Autoridade , credito , poder 	
lexicalSense:n31852.sg01.s05					Abundancia	 Abundancia , quantidade , multidaõ 	
lexicalSense:n31852.sg01.s99	usageExample:n31852.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
